transaction_id,customer_id,line_item_id,transaction_date,line_item_amount,annual_income,prod_comb_choice
20210823-2,1115,LI2,2021-08-23,3.0107518453616646,58885.96083736047,Pastry
20210823-20,261,LI22,2021-08-23,10.426691805990412,140342.03425981104,Pastry_&_Breverage
20210823-3,261,LI1,2021-08-23,2.2805896050995216,140342.03425981104,Pastry
20210823-3,261,LI2,2021-08-23,2.9473195978906004,140342.03425981104,Pastry
20210823-4,371,LI2,2021-08-23,3.2547153841238465,74839.84352322295,Pastry
20210823-5,371,LI1,2021-08-23,2.464275026344694,74839.84352322295,Pastry
20210823-6,1515,LI22,2021-08-23,5.415790790389292,74622.12301092222,Pastry_&_Breverage
20210823-7,1515,LI4,2021-08-23,3.8225852629402652,74622.12301092222,Pastry
20210823-8,195,LI1,2021-08-23,2.5308069441234693,141850.8315901272,Pastry
20210823-8,195,LI22,2021-08-23,5.338801764533855,141850.8315901272,Pastry_&_Breverage
20210823-9,818,LI1,2021-08-23,2.5059147814754397,36390.762105584145,Pastry
20210824-1,101,LI1,2021-08-24,2.6915142775978893,97998.56470432132,Pastry
20210824-10,1359,LI22,2021-08-24,5.038594305794686,51727.69965371117,Pastry_&_Breverage
20210824-11,1359,LI2,2021-08-24,3.179492762871087,51727.69965371117,Pastry
20210824-12,1215,LI22,2021-08-24,5.601744036935269,30266.253084409982,Pastry_&_Breverage
20210824-13,1359,LI2,2021-08-24,3.1069059735629705,51727.69965371117,Pastry
20210824-14,652,LI2,2021-08-24,3.269306290894747,139217.42729609832,Pastry
20210824-14,652,LI4,2021-08-24,3.457821993576363,139217.42729609832,Pastry
20210824-15,834,LI15,2021-08-24,6.159378117229789,113709.24550341442,Pastry_&_Breverage
20210824-16,652,LI6,2021-08-24,6.876206778199412,139217.42729609832,Pastry
20210824-17,1215,LI2,2021-08-24,2.9391251063905655,30266.253084409982,Pastry
20210824-18,227,LI22,2021-08-24,5.784679475938901,82119.89938048646,Pastry_&_Breverage
20210824-19,1288,LI2,2021-08-24,3.259927301947027,91406.37320233509,Pastry
20210824-2,216,LI1,2021-08-24,2.264586403267458,111110.90137157589,Pastry
20210824-3,415,LI1,2021-08-24,2.4860183589626104,55886.45744137466,Pastry
20210824-4,101,LI22,2021-08-24,5.384384161327034,97998.56470432132,Pastry_&_Breverage
20210824-5,475,LI2,2021-08-24,6.1094828504137695,106110.11585220695,Pastry
20210824-6,652,LI1,2021-08-24,2.3318599802441895,139217.42729609832,Pastry
20210824-7,101,LI1,2021-08-24,2.668772048316896,97998.56470432132,Pastry
20210824-8,101,LI2,2021-08-24,2.8162304088938983,97998.56470432132,Pastry
20210824-9,1264,LI2,2021-08-24,2.7236145133618264,39035.06075497717,Pastry
20210825-1,728,LI1,2021-08-25,2.6732545850099996,99661.35436668992,Pastry
20210825-1,728,LI4,2021-08-25,3.184501613024622,99661.35436668992,Pastry
20210825-10,1181,LI2,2021-08-25,2.843179532652721,20322.245333809406,Pastry
20210825-11,170,LI22,2021-08-25,5.203133898274973,54539.269290398806,Pastry_&_Breverage
20210825-12,1399,LI2,2021-08-25,2.742478991998359,26923.72674588114,Pastry
20210825-13,1181,LI2,2021-08-25,3.295890797255561,20322.245333809406,Pastry
20210825-13,1181,LI22,2021-08-25,5.8924228817224495,20322.245333809406,Pastry_&_Breverage
20210825-14,1419,LI2,2021-08-25,2.7073241051752124,120463.27186282724,Pastry
20210825-15,1419,LI2,2021-08-25,6.205665145721287,120463.27186282724,Pastry
20210825-16,179,LI22,2021-08-25,5.734114557271823,133708.70457263663,Pastry_&_Breverage
20210825-17,1181,LI22,2021-08-25,6.035506600304506,20322.245333809406,Pastry_&_Breverage
20210825-17,1181,LI15,2021-08-25,6.530662270914764,20322.245333809406,Pastry_&_Breverage
20210825-18,474,LI22,2021-08-25,5.132721884222701,118265.34376479685,Pastry_&_Breverage
20210825-19,474,LI1,2021-08-25,2.429511874099262,118265.34376479685,Pastry
20210825-2,474,LI22,2021-08-25,5.197805536328815,118265.34376479685,Pastry_&_Breverage
20210825-20,1060,LI2,2021-08-25,3.092873224290088,113051.52460932732,Pastry
20210825-21,728,LI1,2021-08-25,2.2903081788681448,99661.35436668992,Pastry
20210825-3,1399,LI1,2021-08-25,2.3072644737549126,26923.72674588114,Pastry
20210825-3,1399,LI4,2021-08-25,3.8425272043328738,26923.72674588114,Pastry
20210825-4,474,LI1,2021-08-25,2.5973266342189163,118265.34376479685,Pastry
20210825-5,179,LI1,2021-08-25,2.4811649010516703,133708.70457263663,Pastry
20210825-6,1419,LI22,2021-08-25,5.203453041054308,120463.27186282724,Pastry_&_Breverage
20210825-7,474,LI22,2021-08-25,5.423721840535291,118265.34376479685,Pastry_&_Breverage
20210825-8,1181,LI2,2021-08-25,2.7588275314774364,20322.245333809406,Pastry
20210825-9,179,LI15,2021-08-25,6.2017582023516304,133708.70457263663,Pastry_&_Breverage
20210826-1,749,LI1,2021-08-26,2.6853981082094833,110352.69065061584,Pastry
20210826-10,749,LI1,2021-08-26,2.5778072115499526,110352.69065061584,Pastry
20210826-11,1476,LI15,2021-08-26,6.180016765929758,114288.91722345725,Pastry_&_Breverage
20210826-12,1090,LI22,2021-08-26,5.19521277663298,82416.43675370142,Pastry_&_Breverage
20210826-13,1159,LI2,2021-08-26,3.1799189488403496,86353.46918134019,Pastry
20210826-14,87,LI4,2021-08-26,3.1511184580856937,148044.40739797428,Pastry
20210826-15,749,LI15,2021-08-26,6.543641694635152,110352.69065061584,Pastry_&_Breverage
20210826-16,1159,LI2,2021-08-26,2.7973988944664594,86353.46918134019,Pastry
20210826-17,1090,LI1,2021-08-26,2.735769588383846,82416.43675370142,Pastry
20210826-18,1476,LI1,2021-08-26,2.4446998896310106,114288.91722345725,Pastry
20210826-18,1476,LI15,2021-08-26,5.567017234582455,114288.91722345725,Pastry_&_Breverage
20210826-19,440,LI4,2021-08-26,3.2137142991879952,40951.54915004969,Pastry
20210826-19,440,LI6,2021-08-26,6.620046476903371,40951.54915004969,Pastry
20210826-2,87,LI1,2021-08-26,2.6417997068492696,148044.40739797428,Pastry
20210826-2,87,LI2,2021-08-26,2.9652309162542227,148044.40739797428,Pastry
20210826-20,1159,LI4,2021-08-26,3.222093738988042,86353.46918134019,Pastry
20210826-21,540,LI1,2021-08-26,5.334145399974659,55690.89727010578,Pastry
20210826-22,749,LI22,2021-08-26,5.809890549979173,110352.69065061584,Pastry_&_Breverage
20210826-23,749,LI1,2021-08-26,2.69120467803441,110352.69065061584,Pastry
20210826-23,749,LI22,2021-08-26,5.520672217686661,110352.69065061584,Pastry_&_Breverage
20210826-24,440,LI1,2021-08-26,2.7393192892195657,40951.54915004969,Pastry
20210826-3,1090,LI2,2021-08-26,2.70453915274702,82416.43675370142,Pastry
20210826-4,754,LI2,2021-08-26,2.8964460425544534,29311.907282099128,Pastry
20210826-5,1090,LI4,2021-08-26,3.451766413706355,82416.43675370142,Pastry
20210826-6,103,LI2,2021-08-26,5.621067993761971,83519.69437673688,Pastry
20210826-7,197,LI2,2021-08-26,3.1267981613986198,72888.23712384328,Pastry
20210826-8,1090,LI1,2021-08-26,2.299675400252454,82416.43675370142,Pastry
20210826-9,87,LI22,2021-08-26,5.981307953922078,148044.40739797428,Pastry_&_Breverage
20210827-1,691,LI1,2021-08-27,2.364382817875594,25171.482812147588,Pastry
20210827-1,691,LI2,2021-08-27,2.961021006200463,25171.482812147588,Pastry
20210827-10,680,LI22,2021-08-27,5.022393850353547,78258.60480312258,Pastry_&_Breverage
20210827-11,991,LI2,2021-08-27,2.7504577558021994,31338.509239722043,Pastry
20210827-12,379,LI2,2021-08-27,3.0459382688160983,60142.28825457394,Pastry
20210827-13,991,LI2,2021-08-27,3.0012398266699165,31338.509239722043,Pastry
20210827-14,263,LI15,2021-08-27,6.243027031794191,107644.2895270884,Pastry_&_Breverage
20210827-15,919,LI2,2021-08-27,3.10108917793259,69911.76730021834,Pastry
20210827-16,680,LI1,2021-08-27,2.4161648640874773,78258.60480312258,Pastry
20210827-17,680,LI22,2021-08-27,5.542351542855613,78258.60480312258,Pastry_&_Breverage
20210827-18,680,LI1,2021-08-27,2.529867426259443,78258.60480312258,Pastry
20210827-18,680,LI2,2021-08-27,3.237312871869653,78258.60480312258,Pastry
20210827-19,691,LI2,2021-08-27,3.2835787237621847,25171.482812147588,Pastry
20210827-2,27,LI4,2021-08-27,3.6446619888534775,90728.58321247622,Pastry
20210827-20,991,LI1,2021-08-27,2.2768711257958785,31338.509239722043,Pastry
20210827-20,991,LI2,2021-08-27,2.8610896047670398,31338.509239722043,Pastry
20210827-21,1300,LI1,2021-08-27,2.3043639654060826,93976.34951397777,Pastry
20210827-21,1300,LI4,2021-08-27,3.5087298269383607,93976.34951397777,Pastry
20210827-22,991,LI22,2021-08-27,5.324569315509871,31338.509239722043,Pastry_&_Breverage
20210827-23,1066,LI22,2021-08-27,5.675231251562945,112709.5245430246,Pastry_&_Breverage
20210827-3,1066,LI1,2021-08-27,2.467847289633937,112709.5245430246,Pastry
20210827-4,27,LI4,2021-08-27,3.2842021759133786,90728.58321247622,Pastry
20210827-4,27,LI15,2021-08-27,6.02023009043187,90728.58321247622,Pastry_&_Breverage
20210827-5,919,LI2,2021-08-27,2.7995808287523687,69911.76730021834,Pastry
20210827-6,420,LI22,2021-08-27,5.012442092760466,23639.034351799637,Pastry_&_Breverage
20210827-7,691,LI2,2021-08-27,2.7697695566341283,25171.482812147588,Pastry
20210827-7,691,LI22,2021-08-27,5.418325125426054,25171.482812147588,Pastry_&_Breverage
20210827-8,469,LI22,2021-08-27,5.697618997236713,56770.811951719224,Pastry_&_Breverage
20210827-9,469,LI2,2021-08-27,2.898814710136503,56770.811951719224,Pastry
20210828-1,598,LI2,2021-08-28,2.838257469562814,63874.349649995565,Pastry
20210828-10,636,LI1,2021-08-28,2.401769568445161,48597.81310427934,Pastry
20210828-11,474,LI22,2021-08-28,5.971003646589816,118265.34376479685,Pastry_&_Breverage
20210828-12,474,LI22,2021-08-28,5.584600278595463,118265.34376479685,Pastry_&_Breverage
20210828-2,1162,LI2,2021-08-28,2.8451048482675105,46957.514975219965,Pastry
20210828-3,978,LI1,2021-08-28,2.599572629085742,20909.79907894507,Pastry
20210828-3,978,LI2,2021-08-28,2.9755826295353476,20909.79907894507,Pastry
20210828-4,978,LI1,2021-08-28,2.7319782718550414,20909.79907894507,Pastry
20210828-5,1364,LI4,2021-08-28,3.3832367486786095,76757.54887284711,Pastry
20210828-6,598,LI22,2021-08-28,5.418534237146377,63874.349649995565,Pastry_&_Breverage
20210828-7,1502,LI4,2021-08-28,3.3084614841965956,148440.42970100418,Pastry
20210828-8,1268,LI2,2021-08-28,3.2838533351663504,141852.55750082433,Pastry
20210828-9,1364,LI2,2021-08-28,2.730234012985602,76757.54887284711,Pastry
20210829-1,747,LI2,2021-08-29,3.050625066552311,123404.86264787614,Pastry
20210829-10,442,LI22,2021-08-29,5.082232081401162,95903.40367518365,Pastry_&_Breverage
20210829-11,33,LI4,2021-08-29,3.3767287011723965,109791.68619494885,Pastry
20210829-12,747,LI1,2021-08-29,2.5702945813536644,123404.86264787614,Pastry
20210829-13,1438,LI1,2021-08-29,2.414645107812248,132016.76905155182,Pastry
20210829-13,1438,LI4,2021-08-29,3.1973283589584756,132016.76905155182,Pastry
20210829-14,791,LI1,2021-08-29,2.492508390103467,141380.5476669222,Pastry
20210829-14,791,LI22,2021-08-29,5.4889626319753,141380.5476669222,Pastry_&_Breverage
20210829-15,563,LI1,2021-08-29,2.654890447272919,120007.12003093213,Pastry
20210829-16,563,LI6,2021-08-29,6.277125127031468,120007.12003093213,Pastry
20210829-17,1438,LI22,2021-08-29,5.975669555575587,132016.76905155182,Pastry_&_Breverage
20210829-18,1438,LI15,2021-08-29,6.266278024110942,132016.76905155182,Pastry_&_Breverage
20210829-19,1438,LI1,2021-08-29,2.2533627069788054,132016.76905155182,Pastry
20210829-2,1134,LI2,2021-08-29,3.0094697243068365,93807.28856893256,Pastry
20210829-20,328,LI4,2021-08-29,3.159129832312465,24533.724531065673,Pastry
20210829-3,1438,LI2,2021-08-29,2.7990409011952577,132016.76905155182,Pastry
20210829-4,747,LI6,2021-08-29,6.4858260044828056,123404.86264787614,Pastry
20210829-5,827,LI1,2021-08-29,2.4210103155346587,78651.95783320814,Pastry
20210829-6,442,LI22,2021-08-29,10.738201557286084,95903.40367518365,Pastry_&_Breverage
20210829-7,428,LI4,2021-08-29,3.5585728469071904,70466.60628868267,Pastry
20210829-8,563,LI1,2021-08-29,2.5592006648657843,120007.12003093213,Pastry
20210829-9,827,LI15,2021-08-29,5.992801306396723,78651.95783320814,Pastry_&_Breverage
20210830-1,634,LI2,2021-08-30,2.8135844443459064,114852.11638035253,Pastry
20210830-10,454,LI2,2021-08-30,2.8359682089183478,27564.933518879116,Pastry
20210830-11,628,LI22,2021-08-30,5.549934098566883,130560.77249348164,Pastry_&_Breverage
20210830-12,353,LI15,2021-08-30,6.2011694191955025,86959.33502633125,Pastry_&_Breverage
20210830-13,1038,LI1,2021-08-30,2.7435893905349076,92740.96300126985,Pastry
20210830-14,1290,LI2,2021-08-30,2.8715784327127043,86945.53252309561,Pastry
20210830-15,1038,LI22,2021-08-30,5.077819382562302,92740.96300126985,Pastry_&_Breverage
20210830-16,1129,LI2,2021-08-30,2.9787309278268363,35310.14687148854,Pastry
20210830-17,1038,LI1,2021-08-30,2.6373143744422123,92740.96300126985,Pastry
20210830-18,1038,LI2,2021-08-30,3.0761453499086198,92740.96300126985,Pastry
20210830-19,1290,LI1,2021-08-30,2.3353908822173253,86945.53252309561,Pastry
20210830-2,1129,LI2,2021-08-30,2.8323516308795664,35310.14687148854,Pastry
20210830-20,1038,LI22,2021-08-30,5.845756687270477,92740.96300126985,Pastry_&_Breverage
20210830-21,1129,LI1,2021-08-30,2.7175706538837403,35310.14687148854,Pastry
20210830-22,628,LI1,2021-08-30,2.659589355578646,130560.77249348164,Pastry
20210830-3,628,LI2,2021-08-30,2.954384441301227,130560.77249348164,Pastry
20210830-4,1318,LI2,2021-08-30,5.554339568596333,53163.73883513734,Pastry
20210830-5,1129,LI4,2021-08-30,3.1956969002960247,35310.14687148854,Pastry
20210830-6,1038,LI2,2021-08-30,2.765885880449787,92740.96300126985,Pastry
20210830-7,1290,LI1,2021-08-30,2.7129921364830807,86945.53252309561,Pastry
20210830-7,1290,LI22,2021-08-30,5.325835544499569,86945.53252309561,Pastry_&_Breverage
20210830-8,1129,LI22,2021-08-30,5.666231759055517,35310.14687148854,Pastry_&_Breverage
20210830-9,628,LI22,2021-08-30,5.808975497446955,130560.77249348164,Pastry_&_Breverage
20210831-1,1,LI22,2021-08-31,5.255971714691259,57385.07761619985,Pastry_&_Breverage
20210831-10,789,LI2,2021-08-31,2.8553810046985744,56807.25063895807,Pastry
20210831-11,1212,LI1,2021-08-31,2.4109898876631632,149854.74437009543,Pastry
20210831-12,1507,LI1,2021-08-31,2.5373488491168246,96012.31163367629,Pastry
20210831-13,1223,LI22,2021-08-31,5.861213323962875,34519.440836738795,Pastry_&_Breverage
20210831-14,777,LI22,2021-08-31,5.730893655144609,63101.10890772194,Pastry_&_Breverage
20210831-15,789,LI22,2021-08-31,5.98921814924106,56807.25063895807,Pastry_&_Breverage
20210831-16,1395,LI2,2021-08-31,2.875755829224363,79953.92316486686,Pastry
20210831-2,1212,LI1,2021-08-31,2.3222862280672416,149854.74437009543,Pastry
20210831-3,543,LI1,2021-08-31,2.3631160829681903,128174.01064792648,Pastry
20210831-4,1,LI2,2021-08-31,3.2214399590156972,57385.07761619985,Pastry
20210831-5,1395,LI22,2021-08-31,5.5108011377044015,79953.92316486686,Pastry_&_Breverage
20210831-5,1395,LI4,2021-08-31,3.793598245945759,79953.92316486686,Pastry
20210831-6,1212,LI22,2021-08-31,5.633076934446581,149854.74437009543,Pastry_&_Breverage
20210831-7,1212,LI1,2021-08-31,2.502941816113889,149854.74437009543,Pastry
20210831-8,543,LI4,2021-08-31,3.226990000996739,128174.01064792648,Pastry
20210831-9,601,LI22,2021-08-31,10.037904496258125,50839.860662817955,Pastry_&_Breverage
20210901-1,1298,LI1,2021-09-01,2.5934610191034153,115348.31214929,Pastry
20210901-10,1298,LI2,2021-09-01,3.1262386813759804,115348.31214929,Pastry
20210901-11,553,LI2,2021-09-01,6.50101668681018,94019.74614476785,Pastry
20210901-12,690,LI4,2021-09-01,3.5408083742018794,52996.7035446316,Pastry
20210901-13,1435,LI22,2021-09-01,5.627631040895357,70300.3405011259,Pastry_&_Breverage
20210901-13,1435,LI15,2021-09-01,6.163470842968672,70300.3405011259,Pastry_&_Breverage
20210901-14,798,LI4,2021-09-01,3.8087797869928184,56473.472719080746,Pastry
20210901-15,1452,LI22,2021-09-01,6.0365227911155674,115658.89141522348,Pastry_&_Breverage
20210901-16,992,LI1,2021-09-01,2.405362018966116,49091.40013623983,Pastry
20210901-16,992,LI2,2021-09-01,3.1923774192575363,49091.40013623983,Pastry
20210901-17,1410,LI22,2021-09-01,5.9487008610041805,143224.73604930565,Pastry_&_Breverage
20210901-18,690,LI2,2021-09-01,6.211580055439844,52996.7035446316,Pastry
20210901-19,992,LI2,2021-09-01,2.7360823254100977,49091.40013623983,Pastry
20210901-2,1452,LI1,2021-09-01,2.570576920523308,115658.89141522348,Pastry
20210901-20,839,LI2,2021-09-01,3.1613445417489854,57615.77885597944,Pastry
20210901-3,1298,LI2,2021-09-01,3.063571036420763,115348.31214929,Pastry
20210901-4,839,LI1,2021-09-01,2.6916708309436217,57615.77885597944,Pastry
20210901-5,798,LI1,2021-09-01,2.2821317109046504,56473.472719080746,Pastry
20210901-6,733,LI22,2021-09-01,5.0104797187959775,104155.11202299967,Pastry_&_Breverage
20210901-7,680,LI2,2021-09-01,3.0669761365279555,78258.60480312258,Pastry
20210901-8,1435,LI1,2021-09-01,2.376023219083436,70300.3405011259,Pastry
20210901-9,798,LI2,2021-09-01,2.904002814553678,56473.472719080746,Pastry
20210902-1,394,LI2,2021-09-02,2.809947582660243,122139.4184534438,Pastry
20210902-10,415,LI22,2021-09-02,11.420613193605094,55886.45744137466,Pastry_&_Breverage
20210902-11,314,LI2,2021-09-02,3.135218265652657,27189.250423107296,Pastry
20210902-12,268,LI1,2021-09-02,2.5857744339155033,65152.202083263546,Pastry
20210902-13,1376,LI2,2021-09-02,3.1879344202112403,127058.32801759243,Pastry
20210902-2,268,LI15,2021-09-02,6.067041375953703,65152.202083263546,Pastry_&_Breverage
20210902-3,336,LI22,2021-09-02,11.241218077135272,84033.65121688694,Pastry_&_Breverage
20210902-4,1376,LI6,2021-09-02,7.072972072265111,127058.32801759243,Pastry
20210902-5,214,LI1,2021-09-02,2.55336759716738,107668.93045045435,Pastry
20210902-6,336,LI4,2021-09-02,3.545672683045268,84033.65121688694,Pastry
20210902-7,415,LI22,2021-09-02,5.624855681345798,55886.45744137466,Pastry_&_Breverage
20210902-8,314,LI1,2021-09-02,2.703273778199218,27189.250423107296,Pastry
20210902-9,1376,LI2,2021-09-02,3.2086702781729404,127058.32801759243,Pastry
20210903-1,808,LI1,2021-09-03,2.3601245150202885,82116.86386493966,Pastry
20210903-10,646,LI6,2021-09-03,6.930241126054898,101346.67282225564,Pastry
20210903-11,543,LI2,2021-09-03,3.0829474924597893,128174.01064792648,Pastry
20210903-12,808,LI22,2021-09-03,5.39240348234307,82116.86386493966,Pastry_&_Breverage
20210903-13,539,LI2,2021-09-03,3.0297602872364227,89620.38092082366,Pastry
20210903-2,646,LI22,2021-09-03,5.272106111492031,101346.67282225564,Pastry_&_Breverage
20210903-3,808,LI22,2021-09-03,5.688711416255682,82116.86386493966,Pastry_&_Breverage
20210903-4,7,LI1,2021-09-03,2.3175630959449336,88653.71344611049,Pastry
20210903-5,200,LI1,2021-09-03,2.5697687147185206,94472.71756827831,Pastry
20210903-6,643,LI1,2021-09-03,2.487244349787943,135493.12455346808,Pastry
20210903-7,200,LI22,2021-09-03,5.114452231838368,94472.71756827831,Pastry_&_Breverage
20210903-8,543,LI1,2021-09-03,2.4813819696428254,128174.01064792648,Pastry
20210903-8,543,LI2,2021-09-03,3.0831873682793227,128174.01064792648,Pastry
20210903-9,539,LI1,2021-09-03,2.6070875335717574,89620.38092082366,Pastry
20210904-1,552,LI2,2021-09-04,2.766350077930838,46642.03138789162,Pastry
20210904-10,1146,LI1,2021-09-04,2.437893613707274,72731.28467379138,Pastry
20210904-11,1157,LI1,2021-09-04,2.583402496180497,28555.08174514398,Pastry
20210904-12,1480,LI2,2021-09-04,3.209203855739906,127666.94949008524,Pastry
20210904-12,1480,LI15,2021-09-04,5.631250707060099,127666.94949008524,Pastry_&_Breverage
20210904-13,695,LI1,2021-09-04,2.4854824206558987,56882.53098865971,Pastry
20210904-13,695,LI2,2021-09-04,2.9279109093826268,56882.53098865971,Pastry
20210904-14,639,LI4,2021-09-04,3.2607473738957196,126464.19982425869,Pastry
20210904-15,1113,LI2,2021-09-04,2.822625426342711,82340.73013998568,Pastry
20210904-16,1113,LI15,2021-09-04,6.269997370429337,82340.73013998568,Pastry_&_Breverage
20210904-17,633,LI2,2021-09-04,2.7435160241089758,79529.80294125155,Pastry
20210904-2,1113,LI2,2021-09-04,2.876197016285732,82340.73013998568,Pastry
20210904-3,1444,LI22,2021-09-04,5.016035908996128,84786.66904149577,Pastry_&_Breverage
20210904-3,1444,LI4,2021-09-04,3.5802148302085692,84786.66904149577,Pastry
20210904-4,847,LI4,2021-09-04,3.3356345963664356,136786.90805565566,Pastry
20210904-5,552,LI1,2021-09-04,2.4814779550069943,46642.03138789162,Pastry
20210904-6,1480,LI2,2021-09-04,3.2587620825972405,127666.94949008524,Pastry
20210904-7,1042,LI22,2021-09-04,5.525522028608247,113546.34675662965,Pastry_&_Breverage
20210904-8,1113,LI1,2021-09-04,2.4982765606837347,82340.73013998568,Pastry
20210904-9,219,LI1,2021-09-04,2.6562216830207035,126723.67211431265,Pastry
20210904-9,219,LI2,2021-09-04,3.1023455517366525,126723.67211431265,Pastry
20210905-1,1048,LI1,2021-09-05,4.849510683561675,21704.068079125136,Pastry
20210905-10,1308,LI4,2021-09-05,3.537836818327196,37745.29889924452,Pastry
20210905-11,805,LI4,2021-09-05,3.4001616498222575,54163.519544526935,Pastry
20210905-12,1091,LI1,2021-09-05,2.4040120796998963,124812.23223730922,Pastry
20210905-12,1091,LI22,2021-09-05,5.3169417037628595,124812.23223730922,Pastry_&_Breverage
20210905-13,751,LI22,2021-09-05,5.560742037370801,56110.0112600252,Pastry_&_Breverage
20210905-13,751,LI4,2021-09-05,3.2575445069232956,56110.0112600252,Pastry
20210905-14,805,LI1,2021-09-05,2.3631293611833826,54163.519544526935,Pastry
20210905-15,1048,LI2,2021-09-05,2.8643242981284853,21704.068079125136,Pastry
20210905-15,1048,LI22,2021-09-05,5.998658827575856,21704.068079125136,Pastry_&_Breverage
20210905-16,1048,LI1,2021-09-05,2.364092571544461,21704.068079125136,Pastry
20210905-17,1308,LI1,2021-09-05,2.6309445805381984,37745.29889924452,Pastry
20210905-18,1048,LI2,2021-09-05,3.238573577580974,21704.068079125136,Pastry
20210905-18,1048,LI4,2021-09-05,3.409560452704318,21704.068079125136,Pastry
20210905-19,363,LI1,2021-09-05,2.5010175614152104,136576.02874329314,Pastry
20210905-19,363,LI22,2021-09-05,5.004605119326152,136576.02874329314,Pastry_&_Breverage
20210905-2,1048,LI4,2021-09-05,3.338420766382478,21704.068079125136,Pastry
20210905-20,363,LI4,2021-09-05,3.3270439790561794,136576.02874329314,Pastry
20210905-21,844,LI4,2021-09-05,3.5219134251587088,35590.754507575184,Pastry
20210905-22,363,LI22,2021-09-05,5.439548990782351,136576.02874329314,Pastry_&_Breverage
20210905-3,1048,LI1,2021-09-05,2.512660400941968,21704.068079125136,Pastry
20210905-3,1048,LI2,2021-09-05,3.106380487745628,21704.068079125136,Pastry
20210905-4,967,LI2,2021-09-05,6.533042329922318,91276.47460903972,Pastry
20210905-5,179,LI1,2021-09-05,2.635381000698544,133708.70457263663,Pastry
20210905-6,751,LI15,2021-09-05,6.3114402000792325,56110.0112600252,Pastry_&_Breverage
20210905-7,383,LI1,2021-09-05,2.59542050329037,68452.22127623856,Pastry
20210905-7,383,LI22,2021-09-05,6.018118226737716,68452.22127623856,Pastry_&_Breverage
20210905-8,1308,LI2,2021-09-05,2.967637488758191,37745.29889924452,Pastry
20210905-9,363,LI1,2021-09-05,2.343243154231459,136576.02874329314,Pastry
20210906-1,998,LI22,2021-09-06,5.22054791317787,70894.83772171661,Pastry_&_Breverage
20210906-10,931,LI2,2021-09-06,3.0737980536650866,135292.1343059279,Pastry
20210906-11,609,LI2,2021-09-06,3.1840898636262867,63029.71772151068,Pastry
20210906-12,1031,LI1,2021-09-06,2.711007747799158,50060.0149622187,Pastry
20210906-13,83,LI1,2021-09-06,2.4943835992598906,74294.08135823905,Pastry
20210906-14,225,LI2,2021-09-06,3.1209269747603687,26869.71256043762,Pastry
20210906-15,559,LI4,2021-09-06,3.798008546815254,86279.57692136988,Pastry
20210906-16,969,LI1,2021-09-06,2.4389566022437066,119063.68320342153,Pastry
20210906-17,1238,LI1,2021-09-06,2.385892790276557,111487.99556074664,Pastry
20210906-18,609,LI1,2021-09-06,2.638447041157633,63029.71772151068,Pastry
20210906-19,969,LI1,2021-09-06,2.578545028809458,119063.68320342153,Pastry
20210906-2,1132,LI1,2021-09-06,2.343221578281373,126558.72740317136,Pastry
20210906-20,1443,LI1,2021-09-06,2.3512690205825493,25455.686466302723,Pastry
20210906-3,104,LI22,2021-09-06,5.5556382551323615,144081.59757498652,Pastry_&_Breverage
20210906-4,414,LI2,2021-09-06,2.890005221217871,84733.36170427501,Pastry
20210906-5,998,LI2,2021-09-06,2.781774412002415,70894.83772171661,Pastry
20210906-6,969,LI2,2021-09-06,2.7171482850797473,119063.68320342153,Pastry
20210906-7,559,LI2,2021-09-06,2.884309953264892,86279.57692136988,Pastry
20210906-8,225,LI2,2021-09-06,5.997755316412077,26869.71256043762,Pastry
20210906-9,1031,LI1,2021-09-06,2.4095681010512635,50060.0149622187,Pastry
20210907-1,405,LI4,2021-09-07,3.41952276607044,71408.35168072954,Pastry
20210907-10,321,LI2,2021-09-07,2.9559557841159405,130989.23859419301,Pastry
20210907-11,321,LI1,2021-09-07,2.487509089289233,130989.23859419301,Pastry
20210907-12,1441,LI1,2021-09-07,2.3545591589063406,39341.60584351048,Pastry
20210907-12,1441,LI2,2021-09-07,2.8447208690922707,39341.60584351048,Pastry
20210907-13,1441,LI1,2021-09-07,2.686361395288259,39341.60584351048,Pastry
20210907-14,828,LI2,2021-09-07,6.205827507097274,26959.801490884274,Pastry
20210907-15,1441,LI1,2021-09-07,2.357966999290511,39341.60584351048,Pastry
20210907-16,321,LI15,2021-09-07,5.484567855019122,130989.23859419301,Pastry_&_Breverage
20210907-17,576,LI1,2021-09-07,2.6118578684981912,112174.92745025083,Pastry
20210907-18,66,LI2,2021-09-07,2.996323241014034,78307.12438095361,Pastry
20210907-2,282,LI4,2021-09-07,3.2438086294336244,37823.79053067416,Pastry
20210907-3,705,LI2,2021-09-07,2.842042586859316,63496.434956323355,Pastry
20210907-4,66,LI2,2021-09-07,2.7315075541846454,78307.12438095361,Pastry
20210907-5,282,LI2,2021-09-07,2.9298891628626738,37823.79053067416,Pastry
20210907-6,1441,LI1,2021-09-07,2.711842512479052,39341.60584351048,Pastry
20210907-7,321,LI1,2021-09-07,2.523462526034564,130989.23859419301,Pastry
20210907-8,576,LI1,2021-09-07,2.7258919844171032,112174.92745025083,Pastry
20210907-9,590,LI2,2021-09-07,3.001440091012046,95756.16576476023,Pastry
20210908-1,565,LI1,2021-09-08,2.6830796089489013,104533.99505000561,Pastry
