transaction_id,customer_transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
14323,31,2019-04-09,10:14:12,8,42,5336,N,1,1,47,2,6,3,N
14324,32,2019-04-09,07:53:48,8,42,8339,N,1,1,26,1,3,3,N
14325,33,2019-04-09,06:39:11,8,45,767,Y,1,1,34,1,2.45,2.45,N
14326,33,2019-04-09,06:39:11,8,45,5294,Y,1,3,76,1,3.5,3.5,N
14327,34,2019-04-09,08:57:56,8,45,8026,N,1,1,35,1,3.1,3.1,N
14328,35,2019-04-09,10:47:21,8,41,8420,Y,1,1,52,1,2.5,2.5,N
14329,36,2019-04-09,09:47:29,8,45,8162,Y,1,1,57,2,6.2,3.1,N
14330,37,2019-04-09,10:48:22,8,41,8318,Y,1,1,37,2,6,3,N
14331,37,2019-04-09,10:48:22,8,41,8318,Y,1,2,63,2,1.6,0.8,N
14332,38,2019-04-09,08:34:03,8,42,8375,N,1,1,39,1,4.25,4.25,N
14333,38,2019-04-09,08:34:03,8,42,8375,N,1,2,65,1,0.8,0.8,N
14334,39,2019-04-09,10:51:17,8,45,8132,Y,1,1,35,2,6.2,3.1,N
14335,40,2019-04-09,06:42:20,8,41,5564,N,1,1,46,2,5,2.5,N
14336,41,2019-04-09,10:57:00,8,41,52,N,1,1,59,2,9,4.5,N
14337,42,2019-04-09,06:56:55,8,42,8006,Y,1,1,53,1,3,3,N
14338,43,2019-04-09,07:12:33,8,45,8192,N,1,1,57,1,3.1,3.1,N
14339,44,2019-04-09,07:52:22,8,41,5354,N,1,1,52,1,2.5,2.5,N
14340,45,2019-04-09,11:15:35,8,45,8427,N,1,1,32,2,6,3,N
14341,46,2019-04-09,09:16:54,8,41,8199,N,1,1,46,1,2.5,2.5,N
14342,47,2019-04-09,07:07:16,8,42,8252,Y,1,1,41,1,4.25,4.25,N
14343,47,2019-04-09,07:07:16,8,42,8252,Y,1,2,65,2,1.6,0.8,N
14344,48,2019-04-09,10:32:13,8,42,8163,N,1,1,37,2,6,3,N
14345,48,2019-04-09,10:32:13,8,42,616,N,1,2,65,1,0.8,0.8,N
14346,48,2019-04-09,10:32:13,8,42,796,N,1,3,71,1,3.75,3.75,N
14347,49,2019-04-09,07:27:47,8,42,620,N,1,1,34,1,2.45,2.45,N
14348,50,2019-04-09,09:37:50,8,45,91,N,1,1,35,2,6.2,3.1,N
14349,51,2019-04-09,06:51:32,8,45,5802,Y,1,1,26,1,3,3,N
14350,52,2019-04-09,07:58:52,8,41,5112,Y,1,1,61,1,4.75,4.75,N
14351,53,2019-04-09,11:29:01,8,41,5,Y,1,1,43,1,3,3,N
14352,54,2019-04-09,10:10:58,8,45,8142,N,1,1,58,1,3.5,3.5,N
14353,55,2019-04-09,09:42:54,8,45,567,Y,1,1,42,2,5,2.5,N
14354,56,2019-04-09,07:51:59,8,45,8499,Y,1,1,53,1,3,3,N
14355,56,2019-04-09,07:51:59,8,45,124,Y,1,3,79,1,3.75,3.75,N
14356,57,2019-04-09,08:43:09,8,45,8241,Y,1,1,26,1,3,3,N
14357,58,2019-04-09,11:26:29,8,45,5893,Y,1,1,27,1,3.5,3.5,N
14358,59,2019-04-09,06:56:32,8,41,8448,Y,1,1,26,1,3,3,N
14359,59,2019-04-09,06:56:32,8,41,8448,Y,1,3,74,1,3.5,3.5,N
14360,60,2019-04-09,07:57:03,8,41,8035,Y,1,1,50,1,2.5,2.5,N
14361,61,2019-04-09,08:23:35,8,42,166,Y,1,1,52,2,5,2.5,N
14362,61,2019-04-09,08:23:35,8,42,5102,Y,6,6,2,1,18,18,N
14363,62,2019-04-09,08:26:23,8,42,546,N,1,1,27,2,7,3.5,N
14364,63,2019-04-09,11:02:22,8,45,8414,N,1,1,51,1,3,3,N
14365,64,2019-04-09,10:24:53,8,42,5817,N,1,1,32,1,3,3,N
14366,65,2019-04-09,08:16:34,8,42,5742,Y,1,1,30,2,6,3,N
14367,66,2019-04-09,08:18:34,8,45,5451,Y,1,1,60,2,7.5,3.75,N
14368,66,2019-04-09,08:18:34,8,45,661,Y,6,6,12,1,8.95,8.95,N
14369,67,2019-04-09,08:49:40,8,41,5094,N,1,1,22,2,4,2,N
14370,68,2019-04-09,10:01:21,8,42,55,N,1,1,46,1,2.5,2.5,N
14371,69,2019-04-09,09:05:40,8,42,8361,Y,1,1,24,2,6,3,N
14372,70,2019-04-09,10:16:48,8,45,5491,Y,1,1,36,2,7.5,3.75,N
14373,71,2019-04-09,09:33:45,8,41,8327,N,1,1,27,1,3.5,3.5,N
14374,71,2019-04-09,09:33:45,8,41,5191,N,1,3,75,1,3.5,3.5,N
14375,72,2019-04-09,09:12:09,8,45,8302,Y,1,1,33,2,7,3.5,N
14376,73,2019-04-09,07:50:21,8,45,8146,N,1,1,29,1,2.5,2.5,N
14377,74,2019-04-09,07:40:11,8,42,771,Y,1,1,39,1,4.25,4.25,N
14378,74,2019-04-09,07:40:11,8,42,5891,Y,1,2,64,1,0.8,0.8,N
14379,75,2019-04-09,09:09:39,8,42,8324,Y,1,1,43,2,6,3,N
14380,76,2019-04-09,10:39:03,8,42,775,N,1,1,50,1,2.5,2.5,N
14381,77,2019-04-09,11:13:32,8,42,5929,Y,1,1,58,2,7,3.5,N
14382,77,2019-04-09,11:13:32,8,42,5828,Y,1,3,78,1,4.5,4.5,N
14383,78,2019-04-09,08:25:55,8,41,5113,Y,1,1,87,2,6,3,N
14384,79,2019-04-09,10:18:14,8,41,8324,Y,1,1,26,2,6,3,N
14385,80,2019-04-09,07:44:30,8,42,5376,Y,1,1,49,2,6,3,N
14386,81,2019-04-09,11:01:08,8,41,8025,N,1,1,55,1,4,4,N
14387,82,2019-04-09,10:25:37,8,42,359,N,1,1,38,1,3.75,3.75,N
14388,82,2019-04-09,10:25:37,8,42,8428,N,1,2,65,1,0.8,0.8,N
14389,83,2019-04-09,09:53:50,8,41,8442,Y,1,1,42,1,2.5,2.5,N
14390,84,2019-04-09,10:41:50,8,42,119,Y,1,1,35,2,6.2,3.1,N
14391,85,2019-04-09,11:11:40,8,41,8286,N,1,1,32,2,6,3,N
14392,86,2019-04-09,08:58:23,8,41,5309,N,1,1,34,1,2.45,2.45,N
14393,87,2019-04-09,09:17:27,8,42,8098,N,1,1,52,1,2.5,2.5,N
14394,88,2019-04-09,08:46:00,8,42,8405,Y,1,1,55,1,4,4,N
14395,89,2019-04-09,08:29:01,8,45,18,Y,1,1,38,1,3.75,3.75,N
14396,89,2019-04-09,08:29:01,8,45,5243,Y,1,2,65,2,1.6,0.8,N
14397,90,2019-04-09,06:58:57,8,45,5876,N,1,1,51,2,6,3,N
14398,91,2019-04-09,09:19:17,8,42,8031,Y,1,1,22,1,2,2,N
14399,92,2019-04-09,07:27:27,8,45,8018,N,1,1,54,2,5,2.5,N
14400,93,2019-04-09,08:07:54,8,41,5269,Y,1,1,24,2,6,3,N
14401,94,2019-04-09,09:30:09,8,45,8358,N,1,1,32,2,6,3,N
14402,95,2019-04-09,06:41:55,8,45,41,N,1,1,31,1,2.2,2.2,N
14403,95,2019-04-09,06:41:55,8,45,8320,N,1,3,74,1,3.5,3.5,N
14404,96,2019-04-09,10:40:36,8,41,8051,Y,1,1,56,1,2.55,2.55,N
14405,97,2019-04-09,09:45:05,8,41,8275,Y,1,1,54,2,5,2.5,N
14406,98,2019-04-09,07:30:23,8,41,8114,N,1,1,54,2,5,2.5,N
14407,99,2019-04-09,07:13:10,8,42,8398,N,1,1,35,1,3.1,3.1,N
14408,100,2019-04-09,09:13:41,8,42,8434,N,1,1,47,1,3,3,N
14409,101,2019-04-09,09:41:41,8,42,5627,Y,1,1,39,2,8.5,4.25,N
14410,101,2019-04-09,09:41:41,8,42,554,Y,1,2,64,1,0.8,0.8,N
14411,102,2019-04-09,07:22:43,8,42,8182,Y,1,1,44,1,2.5,2.5,N
14412,103,2019-04-09,08:33:20,8,42,763,N,1,1,56,2,5.1,2.55,N
14413,104,2019-04-09,07:21:05,8,41,8292,Y,1,1,24,1,3,3,N
14414,105,2019-04-09,07:59:46,8,42,539,N,1,1,26,2,6,3,N
14415,106,2019-04-09,08:04:55,8,41,558,Y,1,1,40,1,3.75,3.75,N
14416,106,2019-04-09,08:04:55,8,41,5507,Y,1,2,65,1,0.8,0.8,N
14417,107,2019-04-09,09:10:23,8,42,8226,N,1,1,31,1,2.2,2.2,N
14418,107,2019-04-09,09:10:23,8,42,8226,N,1,3,76,1,3.5,3.5,N
14419,108,2019-04-09,07:56:31,8,42,8241,N,1,1,48,1,2.5,2.5,N
14420,108,2019-04-09,07:56:31,8,42,8241,N,1,3,77,1,3,3,N
14421,109,2019-04-09,10:25:52,8,42,8327,N,1,1,35,1,3.1,3.1,N
14422,110,2019-04-09,10:31:41,8,42,8253,Y,1,1,51,2,6,3,N
14423,111,2019-04-09,10:05:49,8,41,8147,N,1,1,54,1,2.5,2.5,N
14424,111,2019-04-09,10:05:49,8,41,8147,N,1,3,71,1,3.75,3.75,N
14425,112,2019-04-09,08:38:26,8,41,8339,Y,1,1,43,1,3,3,N
14426,113,2019-04-09,10:08:26,8,41,5742,Y,1,1,37,1,3,3,N
14427,113,2019-04-09,10:08:26,8,41,386,Y,1,2,63,2,1.6,0.8,N
14428,114,2019-04-09,10:06:00,8,45,399,N,1,1,50,2,5,2.5,N
14429,115,2019-04-09,06:57:56,8,41,562,Y,1,1,56,2,5.1,2.55,N
14430,116,2019-04-09,07:53:58,8,45,8229,Y,1,1,56,2,5.1,2.55,N
14431,117,2019-04-09,10:08:24,8,41,164,Y,1,1,33,1,3.5,3.5,N
14432,118,2019-04-09,07:07:21,8,42,529,Y,1,1,34,2,4.9,2.45,N
14433,119,2019-04-09,09:40:47,8,45,5619,Y,1,1,51,2,6,3,N
14434,119,2019-04-09,09:40:47,8,45,299,Y,1,3,75,1,3.5,3.5,N
14435,120,2019-04-09,07:08:31,8,41,8466,Y,1,1,39,1,4.25,4.25,N
14436,120,2019-04-09,07:08:31,8,41,8466,Y,1,2,63,2,1.6,0.8,N
14437,121,2019-04-09,06:53:04,8,41,5356,N,1,1,40,1,3.75,3.75,N
14438,121,2019-04-09,06:53:04,8,41,5032,N,1,2,63,1,0.8,0.8,N
14439,122,2019-04-09,06:51:12,8,42,8410,N,1,1,28,1,2,2,N
14440,123,2019-04-09,10:27:19,8,45,770,N,1,1,49,1,3,3,N
14441,124,2019-04-09,09:47:39,8,45,5210,Y,1,1,38,2,7.5,3.75,N
14442,124,2019-04-09,09:47:39,8,45,8403,Y,1,2,63,1,0.8,0.8,N
14443,125,2019-04-09,11:07:41,8,42,723,Y,1,1,48,1,2.5,2.5,N
14444,125,2019-04-09,11:07:41,8,42,5430,Y,1,3,72,1,3.25,3.25,N
14445,126,2019-04-09,07:11:38,8,45,293,Y,1,1,55,2,8,4,N
14446,126,2019-04-09,07:11:38,8,45,5244,Y,6,6,20,1,7.6,7.6,N
14447,127,2019-04-09,06:56:09,8,42,8170,N,1,1,39,1,4.25,4.25,N
14448,127,2019-04-09,06:56:09,8,42,8170,N,1,2,65,2,1.6,0.8,N
14449,127,2019-04-09,06:56:09,8,42,8170,N,6,6,1,1,18,18,N
14450,128,2019-04-09,07:16:48,8,42,5297,Y,1,1,61,2,9.5,4.75,N
14451,129,2019-04-09,07:08:32,8,42,8482,Y,1,1,52,1,2.5,2.5,N
14452,129,2019-04-09,07:08:32,8,42,8482,Y,1,3,69,1,3.25,3.25,N
14453,130,2019-04-09,06:50:14,8,41,727,N,1,1,47,1,3,3,N
14454,131,2019-04-09,08:15:47,8,42,8191,Y,1,1,53,2,6,3,N
14455,131,2019-04-09,08:15:47,8,42,8191,Y,6,6,16,1,8.95,8.95,N
14456,132,2019-04-09,08:36:45,8,42,5084,Y,1,1,57,1,3.1,3.1,N
14457,133,2019-04-09,09:48:08,8,41,5353,Y,1,1,22,2,4,2,N
14458,134,2019-04-09,06:59:02,8,41,568,Y,1,1,53,2,6,3,N
14459,135,2019-04-09,09:42:54,8,42,564,N,1,1,45,2,6,3,N
14460,136,2019-04-09,11:27:20,8,41,125,Y,1,1,61,2,9.5,4.75,N
14461,137,2019-04-09,09:58:29,8,42,8319,Y,1,1,48,2,5,2.5,N
14462,137,2019-04-09,09:58:29,8,42,5234,Y,1,3,69,1,3.25,3.25,N
14463,138,2019-04-09,08:35:13,8,45,568,N,1,1,61,1,4.75,4.75,N
14464,139,2019-04-09,11:22:09,8,42,442,Y,1,1,44,2,5,2.5,N
14465,140,2019-04-09,10:46:15,8,45,5509,Y,1,1,37,1,3,3,N
14466,140,2019-04-09,10:46:15,8,45,471,Y,1,2,63,2,1.6,0.8,N
14467,141,2019-04-09,07:45:39,8,41,351,N,1,1,87,2,6,3,N
14468,142,2019-04-09,10:59:38,8,45,333,Y,1,1,26,2,6,3,N
14469,142,2019-04-09,10:59:38,8,45,413,Y,1,3,71,1,3.75,3.75,N
14470,143,2019-04-09,07:38:55,8,41,8255,N,1,1,23,1,2.5,2.5,N
14471,144,2019-04-09,10:12:51,8,45,8357,N,1,1,58,1,3.5,3.5,N
14472,145,2019-04-09,09:29:36,8,45,8252,Y,1,1,57,2,6.2,3.1,N
14473,146,2019-04-09,07:18:19,8,45,5725,Y,1,1,55,1,4,4,N
14474,147,2019-04-09,07:08:53,8,42,5241,Y,1,1,58,1,3.5,3.5,N
14475,148,2019-04-09,06:31:57,8,42,5385,Y,1,1,31,2,4.4,2.2,N
14476,149,2019-04-09,07:40:11,8,42,8177,Y,1,1,47,1,3,3,N
14477,150,2019-04-09,10:47:28,8,41,8229,N,1,1,40,2,7.5,3.75,N
14478,150,2019-04-09,10:47:28,8,41,5,N,1,2,63,1,0.8,0.8,N
14479,151,2019-04-09,09:48:20,8,45,8352,Y,1,1,30,2,6,3,N
14480,152,2019-04-09,10:50:19,8,42,5361,Y,1,1,58,2,7,3.5,N
14481,153,2019-04-09,09:43:54,8,45,8239,N,1,1,24,2,6,3,N
14482,153,2019-04-09,09:43:54,8,45,307,N,1,3,78,1,4.5,4.5,N
14483,154,2019-04-09,06:45:12,8,45,8489,N,1,1,61,2,9.5,4.75,N
14484,155,2019-04-09,07:23:01,8,41,8273,N,1,1,87,2,6,3,N
14485,155,2019-04-09,07:23:01,8,41,5859,N,1,3,76,1,3.5,3.5,N
14486,156,2019-04-09,08:04:46,8,41,408,N,1,1,43,1,3,3,N
14487,157,2019-04-09,09:43:44,8,42,335,Y,1,1,42,1,2.5,2.5,N
14488,158,2019-04-09,10:45:57,8,41,8366,Y,1,1,36,2,7.5,3.75,N
14489,159,2019-04-09,09:34:35,8,42,5603,N,1,1,35,2,6.2,3.1,N
14490,160,2019-04-09,10:52:20,8,45,5292,Y,1,1,32,1,3,3,N
14491,161,2019-04-09,11:23:17,8,42,8013,N,1,1,58,1,3.5,3.5,N
14492,162,2019-04-09,07:51:59,8,42,5165,N,1,1,49,2,6,3,N
14493,163,2019-04-09,08:22:57,8,45,8362,Y,1,1,53,2,6,3,N
14494,163,2019-04-09,08:22:57,8,45,5297,Y,1,3,69,1,3.25,3.25,N
14495,164,2019-04-09,07:53:17,8,42,642,N,1,1,36,2,7.5,3.75,N
14496,164,2019-04-09,07:53:17,8,42,8032,N,1,3,75,1,3.5,3.5,N
14497,165,2019-04-09,11:03:08,8,41,8190,Y,1,1,47,2,6,3,N
14498,166,2019-04-09,11:16:29,8,42,8351,N,1,1,58,1,3.5,3.5,N
14499,167,2019-04-09,07:29:44,8,45,340,N,1,1,41,1,4.25,4.25,N
14500,167,2019-04-09,07:29:44,8,45,5305,N,1,2,63,2,1.6,0.8,N
14501,168,2019-04-09,09:27:55,8,41,5076,N,1,1,43,2,6,3,N
14502,169,2019-04-09,10:40:44,8,42,5093,Y,1,1,58,1,3.5,3.5,N
14503,170,2019-04-09,08:13:59,8,41,8159,N,1,1,51,2,6,3,N
14504,171,2019-04-09,09:00:33,8,45,8220,N,1,1,39,1,4.25,4.25,N
14505,171,2019-04-09,09:00:33,8,45,8220,N,1,2,64,1,0.8,0.8,N
14506,172,2019-04-09,09:03:04,8,45,8390,N,1,1,25,1,2.2,2.2,N
14507,173,2019-04-09,11:29:17,8,41,20,N,1,1,59,2,9,4.5,N
14508,173,2019-04-09,11:29:17,8,41,551,N,1,3,75,1,3.5,3.5,N
14509,174,2019-04-09,11:23:55,8,42,5494,N,1,1,48,1,2.5,2.5,N
14510,175,2019-04-09,06:48:55,8,45,5933,Y,1,1,35,1,3.1,3.1,N
14511,175,2019-04-09,06:48:55,8,45,5565,Y,1,3,78,1,4.5,4.5,N
14512,176,2019-04-09,09:22:27,8,42,5373,Y,1,1,60,2,7.5,3.75,N
14513,177,2019-04-09,08:47:33,8,45,205,Y,1,1,42,1,2.5,2.5,N
14514,178,2019-04-09,08:21:13,8,45,8429,Y,1,1,56,1,2.55,2.55,N
14515,179,2019-04-09,07:27:48,8,42,509,N,1,1,28,1,2,2,N
14516,180,2019-04-09,09:29:31,8,45,5782,N,1,1,60,1,3.75,3.75,N
14517,181,2019-04-09,09:40:46,8,42,5592,Y,1,1,32,1,3,3,N
14518,182,2019-04-09,06:56:15,8,45,8461,N,1,1,56,1,2.55,2.55,N
14519,183,2019-04-09,07:19:05,8,45,572,N,1,1,87,2,6,3,N
14520,184,2019-04-09,09:47:44,8,41,5818,Y,1,1,45,2,6,3,N
14521,185,2019-04-09,07:32:57,8,42,8219,N,1,1,46,1,2.5,2.5,N
14522,186,2019-04-09,10:56:57,8,42,8229,N,1,1,46,1,2.5,2.5,N
14523,187,2019-04-09,09:54:12,8,41,682,N,1,1,59,2,9,4.5,N
14524,187,2019-04-09,09:54:12,8,41,5777,N,6,6,9,1,22.5,22.5,N
14525,188,2019-04-09,11:13:55,8,41,8468,N,1,1,41,1,4.25,4.25,N
14526,188,2019-04-09,11:13:55,8,41,8468,N,1,2,64,2,1.6,0.8,N
14527,188,2019-04-09,11:13:55,8,41,8468,N,1,3,71,1,3.75,3.75,N
14528,189,2019-04-09,11:22:47,8,41,256,Y,1,1,50,2,5,2.5,N
14529,190,2019-04-09,06:51:37,8,41,8047,N,1,1,46,2,5,2.5,N
14530,191,2019-04-09,11:08:48,8,42,8045,Y,1,1,38,1,3.75,3.75,N
14531,191,2019-04-09,11:08:48,8,42,8045,Y,1,2,63,2,1.6,0.8,N
14532,192,2019-04-09,08:51:28,8,42,8157,N,1,1,61,2,9.5,4.75,N
14533,192,2019-04-09,08:51:28,8,42,8157,N,6,6,19,1,6.4,6.4,N
14534,193,2019-04-09,10:43:14,8,45,8239,N,1,1,24,2,6,3,N
14535,194,2019-04-09,07:17:41,8,42,5444,N,1,1,52,1,2.5,2.5,N
14536,195,2019-04-09,07:58:38,8,42,738,N,1,1,45,2,6,3,N
14537,195,2019-04-09,07:58:38,8,42,5769,N,1,3,76,1,3.5,3.5,N
14538,196,2019-04-09,08:19:15,8,41,8181,Y,1,1,39,2,8.5,4.25,N
14539,196,2019-04-09,08:19:15,8,41,8181,Y,1,2,64,1,0.8,0.8,N
14540,197,2019-04-09,07:11:25,8,42,8173,Y,1,1,39,2,8.5,4.25,N
14541,197,2019-04-09,07:11:25,8,42,8173,Y,1,2,65,2,1.6,0.8,N
14542,197,2019-04-09,07:11:25,8,42,8173,Y,1,3,79,1,3.75,3.75,N
14543,198,2019-04-09,07:46:30,8,41,5744,N,1,1,35,1,3.1,3.1,N
14544,199,2019-04-09,07:37:43,8,45,5900,Y,1,1,35,1,3.1,3.1,N
14545,200,2019-04-09,09:22:08,8,45,5746,N,1,1,43,1,3,3,N
14546,201,2019-04-09,10:54:36,8,45,8091,N,1,1,36,2,7.5,3.75,N
14547,202,2019-04-09,07:14:21,8,41,5822,Y,1,1,53,1,3,3,N
14548,203,2019-04-09,08:16:35,8,45,624,N,1,1,71,1,3.75,3.75,N
14549,204,2019-04-09,11:24:35,8,45,94,Y,1,1,71,1,3.75,3.75,N
14550,204,2019-04-09,11:24:35,8,45,8275,Y,1,2,71,1,3.75,3.75,N
14551,204,2019-04-09,11:24:35,8,45,5925,Y,1,3,71,1,3.75,3.75,N
14552,205,2019-04-09,11:08:43,8,42,5530,Y,1,1,71,1,3.75,3.75,N
14553,205,2019-04-09,11:08:43,8,42,73,Y,6,6,71,1,3.75,3.75,N
14554,206,2019-04-09,07:19:45,8,41,749,Y,1,1,71,1,3.75,3.75,N
14555,207,2019-04-09,09:45:47,8,45,5730,Y,1,1,71,1,3.75,3.75,N
14556,208,2019-04-09,11:18:44,8,45,8433,N,1,1,71,1,3.75,3.75,N
14557,209,2019-04-09,09:25:13,8,45,512,Y,1,1,71,1,3.75,3.75,N
14558,209,2019-04-09,09:25:13,8,45,5245,Y,1,3,71,1,3.75,3.75,N
14559,210,2019-04-09,08:47:33,8,41,683,Y,1,1,71,1,3.75,3.75,N
14560,210,2019-04-09,08:47:33,8,41,5158,Y,1,3,71,1,3.75,3.75,N
14561,211,2019-04-09,09:16:30,8,45,8303,N,1,1,61,1,4.75,4.75,N
14562,212,2019-04-09,07:48:14,8,42,5212,Y,1,1,36,1,3.75,3.75,N
14563,213,2019-04-09,09:08:37,8,42,8071,N,1,1,22,1,2,2,N
14564,213,2019-04-09,09:08:37,8,42,8278,N,1,3,76,1,3.5,3.5,N
14565,214,2019-04-09,07:05:00,8,41,8210,N,1,1,58,1,3.5,3.5,N
14566,214,2019-04-09,07:05:00,8,41,8210,N,1,3,71,1,3.75,3.75,N
14567,215,2019-04-09,10:53:38,8,42,8275,Y,1,1,37,2,6,3,N
14568,215,2019-04-09,10:53:38,8,42,5446,Y,1,2,64,1,0.8,0.8,N
14569,216,2019-04-09,07:31:42,8,45,673,Y,1,1,31,1,2.2,2.2,N
14570,217,2019-04-09,09:05:11,8,45,8033,Y,1,1,47,2,6,3,N
14571,218,2019-04-09,07:01:58,8,41,5369,Y,1,1,40,1,3.75,3.75,N
14572,218,2019-04-09,07:01:58,8,41,343,Y,1,2,65,2,1.6,0.8,N
14573,218,2019-04-09,07:01:58,8,41,290,Y,1,3,75,1,3.5,3.5,N
14574,219,2019-04-09,08:38:48,8,41,5909,Y,1,1,35,2,6.2,3.1,N
14575,220,2019-04-09,09:25:09,8,45,8397,Y,1,1,22,2,4,2,N
14576,220,2019-04-09,09:25:09,8,45,8397,Y,1,3,72,1,3.25,3.25,N
14577,221,2019-04-09,10:54:30,8,42,308,Y,1,1,38,1,3.75,3.75,N
14578,221,2019-04-09,10:54:30,8,42,5616,Y,1,2,65,2,1.6,0.8,N
14579,222,2019-04-09,11:11:13,8,42,8275,Y,1,1,43,1,3,3,N
14580,223,2019-04-09,10:03:18,8,45,422,Y,1,1,45,2,6,3,N
14581,224,2019-04-09,09:26:29,8,45,746,Y,1,1,28,1,2,2,N
14582,225,2019-04-09,07:32:17,8,41,8003,Y,1,1,51,1,3,3,N
14583,226,2019-04-09,09:59:28,8,45,371,N,1,1,33,2,7,3.5,N
14584,226,2019-04-09,09:59:28,8,45,5614,N,1,3,79,1,3.75,3.75,N
14585,227,2019-04-09,09:55:38,8,45,8228,Y,1,1,44,1,2.5,2.5,N
14586,228,2019-04-09,09:50:02,8,42,5384,Y,1,1,45,1,3,3,N
14587,229,2019-04-09,07:24:20,8,42,8252,Y,1,1,45,2,6,3,N
14588,230,2019-04-09,06:52:54,8,42,596,N,1,1,44,1,2.5,2.5,N
14589,231,2019-04-09,06:53:40,8,41,8222,N,1,1,29,2,5,2.5,N
14590,231,2019-04-09,06:53:40,8,41,8222,N,1,3,76,1,3.5,3.5,N
14591,232,2019-04-09,10:36:59,8,41,5750,Y,1,1,50,2,5,2.5,N
14592,233,2019-04-09,07:08:45,8,41,8376,N,1,1,44,2,5,2.5,N
14593,234,2019-04-09,11:01:59,8,45,8222,Y,1,1,32,2,6,3,N
14594,234,2019-04-09,11:01:59,8,45,5055,Y,1,3,69,1,3.25,3.25,N
14595,235,2019-04-09,10:28:28,8,42,5168,Y,1,1,38,2,7.5,3.75,N
14596,235,2019-04-09,10:28:28,8,42,562,Y,1,2,65,1,0.8,0.8,N
14597,236,2019-04-09,08:56:58,8,45,5267,N,1,1,32,1,3,3,N
14598,237,2019-04-09,08:55:33,8,42,8449,Y,1,1,26,1,3,3,N
14599,238,2019-04-09,10:19:39,8,41,8094,Y,1,1,61,2,9.5,4.75,N
14600,239,2019-04-09,08:48:21,8,42,5293,N,1,1,25,2,4.4,2.2,N
14601,239,2019-04-09,08:48:21,8,42,584,N,1,3,70,1,3.25,3.25,N
14602,240,2019-04-09,10:52:12,8,42,8100,N,1,1,35,2,6.2,3.1,N
14603,240,2019-04-09,10:52:12,8,42,8100,N,1,3,69,1,3.25,3.25,N
14604,241,2019-04-09,09:04:29,8,45,5219,Y,1,1,32,2,6,3,N
14605,242,2019-04-09,07:22:43,8,45,8104,N,1,1,48,1,2.5,2.5,N
14606,243,2019-04-09,09:43:24,8,45,8110,N,1,1,57,1,3.1,3.1,N
14607,244,2019-04-09,08:45:38,8,45,5482,N,1,1,22,2,4,2,N
14608,245,2019-04-09,08:31:30,8,45,8306,N,1,1,25,1,2.2,2.2,N
14609,246,2019-04-09,11:06:01,8,45,8147,N,1,1,29,2,5,2.5,N
14610,247,2019-04-09,10:52:32,8,45,8027,Y,1,1,55,1,4,4,N
14611,248,2019-04-09,07:31:26,8,45,5923,Y,1,1,42,2,5,2.5,N
14612,249,2019-04-09,10:59:51,8,45,501,Y,1,1,28,1,2,2,N
14613,250,2019-04-09,09:54:08,8,45,8239,N,1,1,48,2,5,2.5,N
14614,251,2019-04-09,06:45:38,8,42,313,Y,1,1,37,1,3,3,N
14615,251,2019-04-09,06:45:38,8,42,277,Y,1,2,64,1,0.8,0.8,N
14616,251,2019-04-09,06:45:38,8,42,5321,Y,1,3,74,1,3.5,3.5,N
14617,252,2019-04-09,08:41:55,8,41,330,N,1,1,44,2,5,2.5,N
14618,253,2019-04-09,11:01:56,8,42,8216,N,1,1,23,2,5,2.5,N
14619,254,2019-04-09,10:29:19,8,41,8217,Y,1,1,27,2,7,3.5,N
14620,255,2019-04-09,10:28:18,8,45,8203,Y,1,1,52,2,5,2.5,N
14621,256,2019-04-09,08:53:09,8,42,500,Y,1,1,29,1,2.5,2.5,N
14622,257,2019-04-09,09:41:22,8,41,8440,Y,1,1,32,1,3,3,N
14623,258,2019-04-09,10:28:57,8,42,5294,Y,1,1,55,2,8,4,N
14624,259,2019-04-09,10:17:34,8,45,5733,Y,1,1,59,1,4.5,4.5,N
14625,260,2019-04-09,09:27:04,8,41,5551,Y,1,1,52,2,5,2.5,N
14626,261,2019-04-09,07:01:09,8,45,8083,Y,1,1,47,1,3,3,N
14627,261,2019-04-09,07:01:09,8,45,5229,Y,1,3,77,1,3,3,N
14628,262,2019-04-09,10:57:52,8,45,8297,Y,1,1,36,2,7.5,3.75,N
14629,263,2019-04-09,11:02:14,8,41,8406,N,1,1,35,1,3.1,3.1,N
14630,264,2019-04-09,09:31:15,8,41,488,N,1,1,41,2,8.5,4.25,N
14631,264,2019-04-09,09:31:15,8,41,5605,N,1,2,64,2,1.6,0.8,N
14632,265,2019-04-09,08:29:13,8,42,8079,Y,1,1,55,2,8,4,N
14633,266,2019-04-09,11:19:31,8,45,8273,Y,1,1,40,2,7.5,3.75,N
14634,266,2019-04-09,11:19:31,8,45,535,Y,1,2,65,2,1.6,0.8,N
14635,266,2019-04-09,11:19:31,8,45,5239,Y,1,3,78,1,4.5,4.5,N
14636,267,2019-04-09,09:01:23,8,45,608,Y,1,1,36,1,3.75,3.75,N
14637,268,2019-04-09,11:29:17,8,41,8247,N,1,1,41,1,4.25,4.25,N
14638,268,2019-04-09,11:29:17,8,41,5792,N,1,2,65,2,1.6,0.8,N
